uid	gender	age	occupation	seq
4305	1	3	17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,251,214,1237,3040,107,2725,2527,2660,2802,2640,2827,2558,2738,2826,2932,2498,992,2374,2630
3892	1	2	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,1407,812,1040,1235,710,2360,1326,2527,2024,1340,2380,47,565,271,1096,811,802,1178,813,1052,246,2340,1060,1084,561,3085,3298,32,2261,3297,1061,3138,2342,2224,2154,456,2827,1436,1371,857,1738,2318,1334,2106,3299,1169,1830,1739,3293,1204,2295,1208,1222,298,702,1816,1529,1345,411,1046,1122,2065,1065,1102,2390,1218,3375,1724,50,576,793,564,919,2540,2470,971,1899,949,1918,1825
157	0	4	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,1044,1079,2262,2380,2392,2283,2364,2398,2183,2095,2436,2650,3344,2550,3218,3027,2390,3184,3346,2435,1795
3015	1	3	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383,3346,3480,1060,1046,1473,517,759,561,1084,1042,246,3085,1056,2261,3297,1023,2648,1045,2247,1510,2223,2583,1334,3507,1368,1748,1842,2222,702,2228,2106,188,1436,624,3293,2737,3027,2803
2531	1	6	7	0,0,0,0,0,0,0,0,0,1067,1058,3378,792,3324,1407,1678,793,1128,839,800,3391,1427,2038,759,517,679,1075,1050,797,808,1065,576,799,1111,3083,3279,2668,246,564,1053,1091,1044,1681,2002,50,1094,2845,1042,999,2984,1078,2988,858,1052,3329,2435,1106,857,1137,1685,1103,2461,963,971,2342,822,98,1457,1127,2694,3298,1079,2726,1084,3039,1122,1145,1060,1135,3234,3297,3457,2632,279,1994,1313,1689,1724,1682,106,2931,1899,2432,1727,3069,1497,1843,3355,1683,3161
3895	1	2	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,1056,2380,2527,2935,2915,2236,2711,170,1265,337,3068,2375,1123,2827,756,447,349,2301,2262,2892,903,101,2004,133,417,526
3477	1	3	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,246,1084,1060,3085,1056,2224,1736,456,1207,564,300,1044,1218,1040,1192,2477,999,1122,576,2435,1059,1148,808
5400	1	2	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,2660,1168,57,789,918,911,1066,914,560,1213,858,1049,1746,2608,2694,1675,2224,813,246,3297,1060,1042,1045,1046,1084,1207,1114,517,1693,1209,1056,2106,1058,674,1044,3085,32,2261,1371,1227,1375,2191,1755,1078,801,337,2761,2105,21,563,1091,1035,34,1120,1103,1151,2390,2585,2024,485,793,815,759
5376	1	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,1114,1067,3094,3070,3155,246,3288,1096,801,300,503,679,1050,2368,808,2527,1044,576,2984,517,1137,2660,1091,1020,1059,2095,2771,1042,50,999,788,3178,812,2817,279,1746,1132,3016,1992,2435,1054,1045,1681,2261,2585,1483,2491,1239,700,1634,564,2283,25,1498,57,2029,1109,276,940,2757,3089,32,2802,2094,140,1422,283,1227,2838,2375,1313,1533,1043
411	0	3	0	792,107,564,576,813,625,433,2435,1118,3161,1885,960,1046,1908,2261,795,2583,992,1510,1990,1436,1843,2676,2045,430,666,1500,2284,2888,2065,843,812,3053,802,842,1126,820,862,1901,2342,2405,1097,2807,1145,1050,1111,1065,1680,1053,1168,2931,3264,1691,3378,2403,1075,246,1054,2984,1079,2696,3404,1683,956,3109,1799,3397,990,2223,3363,1213,1740,1071,1074,3279,1225,1042,1076,1133,1044,1684,1140,1068,1086,1688,1033,2822,2596,1144,1801,1139,970,1919,971,1696,1158,2413,1875,1207,2648
975	0	6	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,189,1755,3272,3531,3529,3528,3516,3512,3503,3510,3495,3491
5422	1	4	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,2110,883,2036,1053,1091,2527,2262,2660,3127,2370,2443,2444,2667,2054,2235,2396,2851,1639
981	0	3	3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,2894,515,2814,3126,1049,821,326,858,2740,2669,2527,724,2380,11,3202
5768	0	4	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,2,1813,3082,246,300,503,1042,2261,1483,1053,1106,3085,842,1091,417,2435,1043,2390,561,337,1109,456,999,1727,505,1146,559,1213,563,1875,2635,808,1812,2477,971,2585,1137,1733,2461,338,1465,345,2468,2318,1491,1148,1850,1533,361,1126,1994,911,34,1424,223,61,1840,2307,133,565,1495,908,476,1918,1738,102,930,2758,1886,248,962,2169,1827,2420,2000,193,1732,444,1729,614,447
2508	0	6	13	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,2758,1040,817,300,564,3115,1483,1684,1094,1677,1143,1690,970,1794,218,1683,1115,3038,2404
1608	1	1	4	2934,3348,3339,3028,2932,300,279,503,233,2527,1087,576,1059,1502,1188,564,931,969,1755,879,1239,276,2036,1490,1089,141,2630,223,2668,1497,1994,2559,106,1479,700,184,2814,2142,2024,318,1223,1422,25,1519,1483,1456,1285,34,537,940,2885,2784,21,3006,1569,765,1385,432,16,1420,2718,258,205,1431,932,2803,2765,41,282,1644,2554,1224,2817,1191,1615,2386,2011,1436,1455,2291,137,45,2802,1891,149,2762,549,2838,1533,2640,1509,2826,986,1977,1475,2828,1614,1574,723,2825
1983	1	4	19	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477,1042,1114,1209,679,246,2224,1097,971,1375,1056,1207,2340,2827,3383,2307,2810,1227,1436,1606,1371,1865,1748,1737,2318,1334,2092,310,2223,3339,298,3296,2062,3297,1842,3507,1208,1841,1771,2228,1169,2343,1739,1222,1645,2319,2692,175,3506,2339,1566,1204,2242,2320,2225,411,1612,2227,2149,242,1382,2376,2334,521
4400	0	3	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,2802,2527,801,817,858,2095,820,1091,805,788,809,1457,39,1151,1491,1733,1224,358,804,822,416,337,11,2477,1071,1044,800,798,803,1674,3032,832,794,808,918,3252,2845,811,1407,797,759,300,1053,2752,564,141,1603,1191,1398,450,330,2895,1728,1727,792,793,831,799,154,1192,3123,2058
3740	1	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,3399,3375,2527,2375,212,1651,1500,101,1109,1615,68,2771,2262,2892,1233,2360,614,2711,1528,62,2380,2196,646,2370,1514,442,1614,2025,206,1625,1920,351,405,2035,389,1785,1646,2553,306
2152	1	5	12	0,0,0,0,1106,2790,971,2261,3480,2527,3155,1107,953,2435,2660,1035,2094,2283,2095,1424,21,1615,2198,1313,1613,2021,119,2765,468,51,1533,2919,353,2089,2031,337,549,2233,2552,208,515,2192,1558,279,1059,576,503,564,300,251,924,1755,2576,2033,968,1030,2197,25,1192,1456,1609,283,505,140,2757,2718,1422,593,1375,258,1577,2559,700,1420,562,1569,1188,1224,2814,1491,928,514,2885,1339,61,1230,1503,739,2891,2126,537,459,483,785,102,2434,57,2395,358,2040
2944	1	1	20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797,2498,883,813,2807,992,2728,1849,1118,2464,1060,1046,1157,3296,1473,2527,1617,2380,2029,3319,1158,1162,2461,2208,2569,1142,2224,964,1721,3283,3138,1043,276,279,1112,2695,286,1109,3252,1710,1514,2019,101,1080,2532,1129,6,578,3497,1119,2003,447,1400,1120,212,3039,999,2094,2660,1225,1132,2283,2477,2375,1103,1651,954,949,1122,940,3267,1696,1880,68,1326,2585,1899,3162
2871	1	2	16	3184,2803,3383,2623,3348,1491,2660,2810,2830,2770,1190,310,2092,2511,2381,2387,2375,2380,2364,2360,1326,2307,246,1056,1042,2286,2024,2281,361,2235,2233,2123,194,2034,1217,2054,1,2052,2035,1413,968,1428,1375,1436,298,1459,1483,1528,1465,1546,1538,1606,1645,566,1651,1783,1851,1978,1941,2132,2000,1892,1192,1382,2583,2632,971,32,2318,3138,578,2154,2648,1368,198,808,911,3101,3447,3121,3346,160,3124,1427,576,2319,2527,2892,2893,2739,252,239,1612,2370,1043,1899,1213,1273,2857,966
5280	1	1	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,1042,3121,3225,2980,3220,3196,3122,2435,2527,2827,2738,2530,2667,2307,2770,2811,2739,3218,3028
3068	1	2	20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2384,797,1081,3344,3416,2774,1075,2005,2740,576,3027,1128,1218,1088,1103,1994,296,3404,951,561,964,952,3391,505,2803,1043,276,2054
4505	0	2	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,1689,919,971,1695,1201,1810,385,1742,829,2854,560,915,1060,2889,1071,1312
4863	1	3	0	2576,510,2033,1271,329,283,1837,2826,2141,2885,1479,51,2737,1192,161,315,1694,1833,2474,1796,2094,942,1313,1265,514,1461,554,485,1756,1637,168,134,1896,2803,1025,1404,1467,1191,3317,1543,1426,1408,2552,1466,1475,2738,323,482,2134,1480,305,745,1031,1985,14,1503,1627,3373,2802,2669,2827,2623,2307,1148,3209,3132,41,301,2616,1168,3211,2703,1801,1422,326,3223,2305,3384,2833,2087,2831,2809,2932,2740,2958,3027,3173,3149,3480,3485,3491,3094,3197,2508,3494,2982,2880,3380,3385,3412
3257	1	0	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548,2752,1404,2527,2380,1913,2660,2374,2432,2235,1639,2283,2623,3028,2269,2033,2366,2394,1322,2912,2375,2183,2435,2575,2828,2395,2711
413	0	2	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703,919,246,857,2585,1004,2771,1864,3344,1,2526,1118,565
653	0	2	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,2004,1042,1747,1068,2985,1955,1696,1919,2975,3137,1086,1032,1103,1727,1457,964,971,2051,3067,2755,1130,2413,1952,2521,3294,2119,2418,2408,2729,1728,3381,1686,3093,2766,1839,2152,3431,3309,2609,300,564,503,2802,1192,61,2197,141,505,562,1224,235,1974,1059,2762,2029,34,151,3036,1831,11,1465,2803,2910,1412,1463,1850
3621	1	2	20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,133,1137,2477,1148,2527,2051,1075,1536,801,2830,503,1040,1067,1407,1096,802,1091,1088,858,1675,141,530,510,2586,1109,2765,1060,50,576,107,1218,1102,3110,1044,1043,1050,1042,1103,1147,1135,562,456,1918,2540,1056,992,517,3279,561,2616,919,1084,433,1068,1400,1919,6
5736	1	2	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,1210,1491,789,1057,289,300,290,2827,2392,2095,1043,1109,57,17,473,1805,1151,787,844,858,246,1042,1044,1056,1135,562,1105,1371,563,1119,949,1840,992,1190,2307,2169,605,1378,1208,1830,10,1204,310,609,143,1004,674,1132,326,1069,1225,1080,1,954,1737,679,517,1114,2261,1084,561,1045,1052,1649,1693,1375,2648,1334,702,1150,308,1149,2719,566,1066,1806,2355,2360,2435
341	1	2	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,118,759,2793,1067,107,1059,1074,2576,1091,2984,564,2527,1076,968,3480,1140,2586,1033
1688	1	5	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,811,1689,1103,797,1113,561,2527,106,1994,2814,1019,1371,134,1885,3480,963,2435,50,564,576,47,1192,233,2802,1578,450,1413,503,1059,1078,1477,621,279,718,300,2289,2290,1124,700,36,25,1490,57,1483,17,1755,34,1992,251,2197,283,2036,2576,223,1027,968,1420,1476,273,2362,296,1030,2033,1642,2757,285,2559,318,326,2817,499,2689,3408,1075,1013
4753	1	3	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,2527,2660,2054,2036,802,2826,43,2095,2094,2375,2650,3231,2941,3077,2689,840,1004,2002,794,1083,944,567,1745,566,560,1126,912,1069,2191,565,2567,1810,1805,2526
3464	0	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,2886,1080,246,29,971,1190,702,1084,456,1371,1045,3383,298,1375,2335,2827,1209,1207,3297,1830,624,1739,1334,1802,3159,2771,1035,1,329,1533,2021,1313,1109,34,560,2095,2283,2024
4368	1	2	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168,1114,337,300,1192,1483,2527,3006,2802,576,279,2932,2623,505,430,2831,2736,2262,2660,2380,992,2667,2639,2235,2444,2240,2283,2432,2269,2386
5223	1	2	17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,953,823,2541,3300,3282,3297,3283,3258,3293,2380,992,2360,2054,3218,967,2286,2390,707,2650,246,1044,1042,50,2434,564,1114,1135,1755,2464,808,919,1059,1,561,1046,3085,2585,2261,2224,1727,2583,106,566,971,337,484,1721,345,809,563,964,2363,1803,1047,349,1398,2105,1812,1528,361,559,3235,1400
2990	1	3	17	3235,3252,2616,1047,361,666,2739,2611,1733,2105,1119,3233,1492,153,2307,2895,2052,10,3297,1371,6,2846,1203,3225,3231,1407,50,1059,3329,576,1727,2584,1728,1285,3355,1227,1027,2648,348,1380,883,410,3045,1729,645,1851,440,2296,1500,1646,160,2286,2935,1358,1065,2390,1168,1106,1138,337,3346,3447,3388,3374,3056,299,2,3101,710,3006,966,1413,1279,331,1428,605,1637,2828,1388,1622,2544,1249,1375,1190,702,1334,418,310,1942,2092,1473,186,1645,1345,2147,2649,163,2376,3027,2948
540	1	3	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,1919,971,891,2696,1127,2689,1047,1739,349,1106,1050,801,1056,679,1042,3424,2611,858,964,1116,2030,560,788,526,803,565,808,566,827,2255,912,905,1675,1803,918,72,1805,911,1821,345,789,915,957,1860,246,829,562,1131,1580,1043,1659,2065,841,1207,902
5815	0	4	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,1042,476,326,1084,802,561,2660,1801
2644	1	4	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2758,2380,2932,3094,3147,3164,3027,3496,3348,300,564,337,1483,561,1059,36,1680,3109,3249,3038,1088,2212,1067,2529,1066,2146,759,1120,1148,1065,1040,1091,107,1053,1407,2342,2435,1102,1192,3329,433,1079,1084,964,2261,1225,917,2730,1109,2325,1138,1114,2668,919,1110,1689,140,1046,2413,2326,2540,1068,958,1457,25,3383,3121,3184,3028,2980,3312,3097
5596	0	2	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,625,657,1004,576,1050,232,1122,2435,1079,1023,999,296,2660,2771,1053,700,1045,1109,2811
426	0	1	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,559,759,1554,227,2988,844,1113,1114,794,822,1138,999,1072,17,2095,1035,1109,358,473,39,2809,1994,1850,745,939,1463,416,1833,515,568,320,1491,2983,2349,2262,7,1625,1364,153,2198,1733,2908,238
17	1	5	1	2802,233,593,456,2885,1385,1510,1027,1192,2579,1334,430,2021,1420,153,2906,505,1985,1497,2236,2895,1060,1737,246,1042,1046,2338,3035,3114,3085,679,1084,1118,32,1052,813,2342,2583,3298,2224,1061,3138,3182,1991,992,2246,1097,1375,1649,951,1990,1145,2222,1436,2340,188,1842,3294,2154,857,3256,2339,1207,2827,1209,3295,1190,1865,994,2569,1637,2728,2106,3296,3299,1771,2998,2318,3416,75,1818,3507,2648,2335,1830,1371,1738,2076,578,702,2692,1748,1841,902,2810,1898,298,2012,154,1407
5695	1	2	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3042,801,1056,2435,2668,2576,2579,2623,2386,3146,3153,3184,3137
1194	1	2	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,1479,1592,3490,3476,3528,3480,2442,3495,3449,797,1456,2527,3508,3229,1885,1093,1128,2303,2814,2464,526,3226,1994,2615,254,1113,3500,3094,1105,3146,3125,2926,1693,2153,561,2880,3341,3120
444	1	2	17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,971,416,2297,1755,2576,2623,2364,2270,2510,2095
4119	0	5	16	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,812,337,1654,2527,2899,332,3006,61,11,2089,1109,7
1306	1	6	0	330,1119,1841,3105,609,1840,2223,2991,3422,624,148,567,1126,1808,908,1784,507,299,3457,3277,2750,1047,2588,2618,2945,1127,3267,2589,3382,2100,528,2636,797,801,812,2752,1680,977,1086,815,1071,279,976,576,3083,3082,2963,3088,1094,2850,2821,3458,809,1855,2051,2845,970,1670,972,2806,833,2697,2097,2586,1672,3085,791,1678,2672,1097,1747,2036,1124,1677,1668,2726,106,1116,832,1792,868,3027,2899,1994,1688,2406,3252,1034,388,1030,1728,1690,2894,514,2413,2757,491,2437,517,679
1683	1	1	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,702,238,1042,746,930,3383,2380,2262,3347,2360,2370,2054,2557,1639,2286,2827,2390,2393,2394,2826,707,2397,24,2912,1322,2511,2187,2435,2375,2575,2650,2376,300,246,1137,561,2477,808,1109,2261,1861,318,1696,32,267,2802,1224,971,279,3039,1065,3111,1103,106,1056,347,1483,1465,1994,2470,560,345,2021,2363,1146,337,456,563,528,1899,1334,3080
754	1	1	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2583,1830,1755,2271,3383,3339,2802,702,2261,813,1381,3528,2380,2025,3184,1,2771
4397	1	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,801,3384,503,2660,2828,2019,1188,537,2141,1269,2386,2814,812,2527,107,1801,1059,566,2576,3490,1737,1020,3336,976,1065,3529,2405,2014,1075,2059,2746,1490,1032,251,289,291,1420,813,1413,1428,3411,2637,1089,1024,1591,1168
3051	1	1	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,337,300,3388,3375,3414,3483,2803,3027,2736,2828,2935,2922,564,2527,50,106,2029,928,2236,36,2435,2283,2197,72,2659,2269,2095,2660,2021,318,2559,1483,1375,2033,1112,2757,1502,505,1235,2802,47,2261,2142,61,2054,3036,1603,430,1227,2141,1436,267,1424,1533,456,2623,1649,1609,941,1850,1510,1994,330,3068,1279,1783,1796,298,10,21,646,2583,1402,2004,334,433,1570,740,3282,1491,11,1465,939,2132
2934	0	2	4	2986,1151,1,3094,2058,2585,2470,2236,338,1533,2094,3344,2375,1424,39,1313,2021,2900,212,3066,1404,2765,1129,1869,2380,1825,559,1300,1899,45,1613,2894,323,925,1265,353,251,1640,25,1850,1491,1191,1224,974,939,1893,1994,1516,211,646,756,1528,515,1213,1364,710,7,1870,1343,102,334,2270,252,574,1084,919,2261,433,561,3036,2650,1003,3377,1069,281,3047,326,1651,220,1340,1642,2718,526,1992,21,2262,2830,476,2035,101,1858,348,623,2435,2802,47,1637,2895,1783,2052
4341	0	4	2	1049,2338,2694,1131,1821,1072,2608,804,823,860,868,837,2517,2606,959,2745,2848,2631,3024,821,3032,3271,1768,3208,1095,3264,2977,1675,791,803,2720,1168,1885,3156,3207,2526,1860,3203,2680,1063,2748,2528,1070,2994,1789,3408,1006,1685,1800,1084,1457,2586,997,1855,2051,3042,1068,3157,2725,3190,1033,2986,2985,1747,1073,1690,1919,953,2767,1801,2013,3281,1793,1727,1875,2768,1686,1139,1135,3431,2890,2048,1133,2408,3066,2154,3137,1806,2430,2166,2173,3280,1947,2165,3301,2106,1825,1687,974,2119
4447	1	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1067,1042,3323,1247,759,674,1004,2668,50,1040,1065,1096,1054,812,813,2987,3115,1091,1680,1857,2821,2403,371,2623,2527,576,564,34,1059,279,2559,1755,940,1239,700,140,223,1089,1483,593,16,1465,1479,283,1385,1509,2826
